,Species,Trap,Latitude,Longitude,AddressAccuracy,WnvPresent,month,day,year,Tmax_1,Tmin_1,Tavg_1,DewPoint_1,WetBulb_1,Heat_1,Cool_1,Sunrise_1,Sunset_1,Depth_1,SnowFall_1,PrecipTotal_1,StnPressure_1,SeaLevel_1,ResultSpeed_1,ResultDir_1,AvgSpeed_1,Tmax_2,Tmin_2,Tavg_2,DewPoint_2,WetBulb_2,Heat_2,Cool_2,Sunrise_2,Sunset_2,Depth_2,SnowFall_2,PrecipTotal_2,StnPressure_2,SeaLevel_2,ResultSpeed_2,ResultDir_2,AvgSpeed_2
22,2,101,42.01743,-87.68776899999999,8,0,05,29,2007,88.0,60.0,74.0,58,65.0,0.0,9.0,421.0,421.0,0.0,0.0,0.0,29.39,30.11,5.8,18,6.5,88.0,65.0,77.0,59,66.0,0.0,12.0,421.0,421.0,0.0,0.0,0.0,29.44,30.09,5.8,16,7.4
23,3,106,41.907645,-87.760886,8,0,05,29,2007,88.0,60.0,74.0,58,65.0,0.0,9.0,421.0,421.0,0.0,0.0,0.0,29.39,30.11,5.8,18,6.5,88.0,65.0,77.0,59,66.0,0.0,12.0,421.0,421.0,0.0,0.0,0.0,29.44,30.09,5.8,16,7.4
24,3,112,41.732984,-87.649642,8,0,05,29,2007,88.0,60.0,74.0,58,65.0,0.0,9.0,421.0,421.0,0.0,0.0,0.0,29.39,30.11,5.8,18,6.5,88.0,65.0,77.0,59,66.0,0.0,12.0,421.0,421.0,0.0,0.0,0.0,29.44,30.09,5.8,16,7.4
25,2,1,41.95469,-87.800991,9,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
26,3,1,41.95469,-87.800991,9,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
27,1,1,41.95469,-87.800991,9,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
28,2,15,41.974089,-87.824812,8,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
29,3,15,41.974089,-87.824812,8,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
30,2,34,41.9216,-87.666455,8,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
31,3,34,41.9216,-87.666455,8,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
32,1,34,41.9216,-87.666455,8,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
33,3,35,41.891118,-87.65449100000001,8,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
34,2,37,41.867108,-87.654224,8,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
35,3,37,41.867108,-87.654224,8,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
36,1,37,41.867108,-87.654224,8,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
37,3,38,41.896282,-87.655232,8,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
38,2,39,41.919343,-87.694259,8,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
39,3,39,41.919343,-87.694259,8,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
40,3,41,41.921965,-87.632085,8,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
41,3,68,41.688324,-87.676709,8,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
42,2,77,41.720848,-87.666014,9,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
43,2,80,41.731922,-87.677512,8,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
44,3,80,41.731922,-87.677512,8,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
45,1,80,41.731922,-87.677512,8,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
46,2,96,41.999128999999996,-87.795585,8,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
47,3,96,41.999128999999996,-87.795585,8,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
48,3,106,41.907645,-87.760886,8,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
49,3,112,41.732984,-87.649642,8,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
50,3,10,41.981964000000005,-87.812827,8,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
51,3,11,41.944869,-87.832763,8,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
52,3,16,42.011601,-87.81150600000001,8,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
53,3,19,41.94983,-87.69845699999999,9,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
54,3,20,41.979243,-87.750938,9,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
55,3,22,41.986921,-87.689778,9,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
56,2,24,41.801497999999995,-87.763416,9,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
57,3,25,41.906638,-87.701431,9,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
58,3,70,41.723195000000004,-87.64997,5,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
59,2,71,41.868077,-87.666901,9,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
60,3,71,41.868077,-87.666901,9,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
61,2,76,41.869215999999994,-87.627561,8,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
62,2,92,41.662014,-87.72460799999999,8,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
63,3,92,41.662014,-87.72460799999999,8,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
64,1,92,41.662014,-87.72460799999999,8,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
65,2,94,41.961743,-87.76007,9,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
66,3,94,41.961743,-87.76007,9,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
67,2,95,41.953067,-87.776792,8,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
68,3,95,41.953067,-87.776792,8,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
69,3,98,41.878114000000004,-87.629798,3,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
70,2,99,41.958271,-87.702575,9,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
71,3,99,41.958271,-87.702575,9,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
72,3,100,41.932094,-87.700117,8,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
73,2,102,41.994469,-87.667736,8,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
74,3,103,42.006858,-87.675919,9,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
75,2,104,41.916265,-87.800515,8,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
76,3,104,41.916265,-87.800515,8,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
77,3,105,41.846075,-87.716277,9,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
78,3,107,41.918704999999996,-87.752329,8,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
79,2,111,41.682587,-87.707973,9,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
80,3,111,41.682587,-87.707973,9,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
81,2,115,41.725516999999996,-87.61425799999999,8,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
82,2,123,41.948167,-87.730698,8,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
83,3,123,41.948167,-87.730698,8,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
84,3,128,41.963976,-87.69181,9,0,06,05,2007,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1
