Date,Block,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,hour,day,month,year,Species_lb,Address_lb
2007-06-05,11,41.868077,-87.666901,9,1,0,0,5,6,2007,2,10
2007-06-05,11,41.868077,-87.666901,9,7,0,0,5,6,2007,3,10
2007-06-05,11,41.869215999999994,-87.627561,8,1,0,0,5,6,2007,2,14
2007-06-05,42,41.662014,-87.72460799999999,8,2,0,0,5,6,2007,2,74
2007-06-05,42,41.662014,-87.72460799999999,8,4,0,0,5,6,2007,3,74
2007-06-05,42,41.662014,-87.72460799999999,8,1,0,0,5,6,2007,1,74
2007-06-05,53,41.961743,-87.76007,9,1,0,0,5,6,2007,2,92
2007-06-05,53,41.961743,-87.76007,9,2,0,0,5,6,2007,3,92
2007-06-05,40,41.953067,-87.776792,8,1,0,0,5,6,2007,2,69
2007-06-05,40,41.953067,-87.776792,8,3,0,0,5,6,2007,3,69
2007-06-05,43,41.878114000000004,-87.629798,3,3,0,0,5,6,2007,3,77
2007-06-05,42,41.958271,-87.702575,9,1,0,0,5,6,2007,2,73
2007-06-05,42,41.958271,-87.702575,9,2,0,0,5,6,2007,3,73
2007-06-05,28,41.932094,-87.700117,8,1,0,0,5,6,2007,3,50
2007-06-05,15,41.994469,-87.667736,8,1,0,0,5,6,2007,2,26
2007-06-05,18,42.006858,-87.675919,9,2,0,0,5,6,2007,3,32
2007-06-05,70,41.916265,-87.800515,8,1,0,0,5,6,2007,2,114
2007-06-05,70,41.916265,-87.800515,8,10,0,0,5,6,2007,3,114
2007-06-05,25,41.846075,-87.716277,9,1,0,0,5,6,2007,3,46
2007-06-05,21,41.918704999999996,-87.752329,8,1,0,0,5,6,2007,3,36
2007-06-05,35,41.682587,-87.707973,9,3,0,0,5,6,2007,2,58
2007-06-05,35,41.682587,-87.707973,9,8,0,0,5,6,2007,3,58
2007-06-05,93,41.725516999999996,-87.61425799999999,8,1,0,0,5,6,2007,2,134
2007-06-05,37,41.948167,-87.730698,8,2,0,0,5,6,2007,2,62
2007-06-05,37,41.948167,-87.730698,8,1,0,0,5,6,2007,3,62
2007-06-05,45,41.963976,-87.69181,9,1,0,0,5,6,2007,3,78
2007-06-26,41,41.95469,-87.800991,9,1,0,0,26,6,2007,2,72
2007-06-26,41,41.95469,-87.800991,9,4,0,0,26,6,2007,3,72
2007-06-26,41,41.95469,-87.800991,9,1,0,0,26,6,2007,4,72
2007-06-26,62,41.994991,-87.769279,9,1,0,0,26,6,2007,2,103
2007-06-26,62,41.994991,-87.769279,9,4,0,0,26,6,2007,3,103
2007-06-26,79,41.974089,-87.824812,8,1,0,0,26,6,2007,3,123
2007-06-26,15,41.9216,-87.666455,8,1,0,0,26,6,2007,2,27
2007-06-26,15,41.9216,-87.666455,8,1,0,0,26,6,2007,3,27
2007-06-26,25,41.891118,-87.65449100000001,8,1,0,0,26,6,2007,2,48
2007-06-26,25,41.891118,-87.65449100000001,8,6,0,0,26,6,2007,3,48
2007-06-26,11,41.867108,-87.654224,8,2,0,0,26,6,2007,2,17
2007-06-26,11,41.896282,-87.655232,8,1,0,0,26,6,2007,3,16
2007-06-26,21,41.919343,-87.694259,8,1,0,0,26,6,2007,3,37
2007-06-26,22,41.688324,-87.676709,8,1,0,0,26,6,2007,2,40
2007-06-26,22,41.688324,-87.676709,8,1,0,0,26,6,2007,2,40
2007-06-26,22,41.688324,-87.676709,8,2,0,0,26,6,2007,3,40
2007-06-26,22,41.731922,-87.677512,8,5,0,0,26,6,2007,3,43
2007-06-26,53,41.891126,-87.61156,5,1,0,0,26,6,2007,2,91
2007-06-26,53,41.891126,-87.61156,5,1,0,0,26,6,2007,3,91
2007-06-26,65,41.999128999999996,-87.795585,8,1,0,0,26,6,2007,2,109
2007-06-26,65,41.999128999999996,-87.795585,8,1,0,0,26,6,2007,3,109
2007-06-26,75,42.01743,-87.68776899999999,8,2,0,0,26,6,2007,2,120
2007-06-26,75,42.01743,-87.68776899999999,8,2,0,0,26,6,2007,3,120
2007-06-26,36,41.944869,-87.832763,8,2,0,0,26,6,2007,2,60
2007-06-26,36,41.944869,-87.832763,8,4,0,0,26,6,2007,3,60
2007-06-26,72,42.011601,-87.81150600000001,8,2,0,0,26,6,2007,2,118
2007-06-26,72,42.011601,-87.81150600000001,8,2,0,0,26,6,2007,3,118
2007-06-26,38,41.94983,-87.69845699999999,9,1,0,0,26,6,2007,3,65
2007-06-26,49,41.979243,-87.750938,9,1,0,0,26,6,2007,2,82
2007-06-26,58,41.986921,-87.689778,9,1,0,0,26,6,2007,2,96
2007-06-26,58,41.986921,-87.689778,9,9,0,0,26,6,2007,3,96
2007-06-26,14,41.906638,-87.701431,9,2,0,0,26,6,2007,2,24
2007-06-26,14,41.906638,-87.701431,9,3,0,0,26,6,2007,3,24
2007-06-26,11,41.868077,-87.666901,9,10,0,0,26,6,2007,2,10
2007-06-26,11,41.868077,-87.666901,9,19,0,0,26,6,2007,3,10
2007-06-26,11,41.868077,-87.666901,9,1,0,0,26,6,2007,1,10
2007-06-26,42,41.662014,-87.72460799999999,8,20,0,0,26,6,2007,2,74
2007-06-26,42,41.662014,-87.72460799999999,8,25,0,0,26,6,2007,3,74
2007-06-26,42,41.662014,-87.72460799999999,8,6,0,0,26,6,2007,1,74
2007-06-26,53,41.961743,-87.76007,9,1,0,0,26,6,2007,2,92
2007-06-26,53,41.961743,-87.76007,9,3,0,0,26,6,2007,3,92
2007-06-26,40,41.953067,-87.776792,8,4,0,0,26,6,2007,3,69
2007-06-26,43,41.878114000000004,-87.629798,3,1,0,0,26,6,2007,3,77
2007-06-26,42,41.958271,-87.702575,9,6,0,0,26,6,2007,3,73
2007-06-26,28,41.932094,-87.700117,8,1,0,0,26,6,2007,3,50
2007-06-26,18,42.006858,-87.675919,9,2,0,0,26,6,2007,3,32
2007-06-26,70,41.916265,-87.800515,8,3,0,0,26,6,2007,2,114
2007-06-26,70,41.916265,-87.800515,8,6,0,0,26,6,2007,3,114
2007-06-26,35,41.682587,-87.707973,9,1,0,0,26,6,2007,2,58
2007-06-26,35,41.682587,-87.707973,9,4,0,0,26,6,2007,3,58
2007-06-26,45,41.963976,-87.69181,9,1,0,0,26,6,2007,3,78
2007-06-26,40,41.953705,-87.733974,8,1,0,0,26,6,2007,2,70
2007-06-26,46,41.964242,-87.757639,8,2,0,0,26,6,2007,3,79
2007-06-26,60,41.990284,-87.797127,8,1,0,0,26,6,2007,2,97
2007-06-26,60,41.990284,-87.797127,8,1,0,0,26,6,2007,3,97
2007-06-26,70,42.008314,-87.77792099999999,9,2,0,0,26,6,2007,3,115
2007-06-26,61,41.991429,-87.747113,8,2,0,0,26,6,2007,2,100
2007-06-26,27,41.843810999999995,-87.686763,9,1,0,0,26,6,2007,3,49
2007-06-26,68,41.921177,-87.79518,8,1,0,0,26,6,2007,3,113
2007-06-26,21,41.852652,-87.719887,8,5,0,0,26,6,2007,2,38
2007-06-26,21,41.852652,-87.719887,8,1,0,0,26,6,2007,3,38
2007-06-26,30,41.857402,-87.694991,8,1,0,0,26,6,2007,3,53
2007-06-26,11,41.868142,-87.696269,9,1,0,0,26,6,2007,2,12
2007-06-26,11,41.868142,-87.696269,9,1,0,0,26,6,2007,3,12
2007-06-26,25,41.846283,-87.656913,9,1,0,0,26,6,2007,2,47
2007-06-26,10,41.721474,-87.648064,8,2,0,0,26,6,2007,3,6
2007-06-26,10,41.869107,-87.69629300000001,9,1,0,0,26,6,2007,1,2
2007-06-26,96,41.719059,-87.675088,9,3,0,0,26,6,2007,2,135
2007-06-26,96,41.719059,-87.675088,9,5,0,0,26,6,2007,3,135
2007-06-26,18,41.966986999999996,-87.674677,8,1,0,0,26,6,2007,3,33
2007-06-29,41,41.95469,-87.800991,9,2,0,0,29,6,2007,2,72
2007-06-29,79,41.974089,-87.824812,8,1,0,0,29,6,2007,2,123
2007-06-29,79,41.974089,-87.824812,8,2,0,0,29,6,2007,3,123
2007-06-29,25,41.891118,-87.65449100000001,8,2,0,0,29,6,2007,3,48
2007-06-29,22,41.921965,-87.632085,8,3,0,0,29,6,2007,2,39
2007-06-29,22,41.688324,-87.676709,8,2,0,0,29,6,2007,3,40
2007-06-29,22,41.688324,-87.676709,8,1,0,0,29,6,2007,1,40
2007-06-29,11,41.862292,-87.64886,8,1,0,0,29,6,2007,2,13
2007-06-29,22,41.731922,-87.677512,8,1,0,0,29,6,2007,3,43
2007-06-29,65,41.999128999999996,-87.795585,8,3,0,0,29,6,2007,3,109
2007-06-29,75,42.01743,-87.68776899999999,8,2,0,0,29,6,2007,2,120
2007-06-29,75,42.01743,-87.68776899999999,8,2,0,0,29,6,2007,3,120
2007-06-29,15,41.907645,-87.760886,8,1,0,0,29,6,2007,3,25
2007-06-29,72,42.011601,-87.81150600000001,8,2,0,0,29,6,2007,2,118
2007-06-29,58,41.986921,-87.689778,9,2,0,0,29,6,2007,2,96
2007-06-29,58,41.986921,-87.689778,9,1,0,0,29,6,2007,3,96
2007-06-29,50,41.801497999999995,-87.763416,9,1,0,0,29,6,2007,1,84
2007-06-29,10,41.723195000000004,-87.64997,5,2,0,0,29,6,2007,3,5
2007-06-29,11,41.868077,-87.666901,9,1,0,0,29,6,2007,2,10
2007-06-29,11,41.868077,-87.666901,9,6,0,0,29,6,2007,3,10
2007-06-29,11,41.868077,-87.666901,9,3,0,0,29,6,2007,1,10
2007-06-29,42,41.662014,-87.72460799999999,8,3,0,0,29,6,2007,3,74
2007-06-29,53,41.961743,-87.76007,9,1,0,0,29,6,2007,3,92
2007-06-29,40,41.953067,-87.776792,8,1,0,0,29,6,2007,3,69
2007-06-29,43,41.878114000000004,-87.629798,3,1,0,0,29,6,2007,3,77
2007-06-29,42,41.958271,-87.702575,9,2,0,0,29,6,2007,3,73
2007-06-29,18,42.006858,-87.675919,9,1,0,0,29,6,2007,3,32
2007-06-29,70,41.916265,-87.800515,8,1,0,0,29,6,2007,2,114
2007-06-29,70,41.916265,-87.800515,8,5,0,0,29,6,2007,3,114
2007-06-29,35,41.682587,-87.707973,9,6,0,0,29,6,2007,3,58
2007-06-29,37,41.948167,-87.730698,8,5,0,0,29,6,2007,3,62
2007-06-29,60,41.990284,-87.797127,8,1,0,0,29,6,2007,3,97
2007-06-29,61,41.991429,-87.747113,8,1,0,0,29,6,2007,2,100
2007-06-29,30,41.857402,-87.694991,8,2,0,0,29,6,2007,2,53
2007-06-29,30,41.857402,-87.694991,8,3,0,0,29,6,2007,3,53
2007-06-29,10,41.721474,-87.648064,8,1,0,0,29,6,2007,2,6
2007-06-29,10,41.721474,-87.648064,8,1,0,0,29,6,2007,1,6
2007-06-29,61,41.923738,-87.785288,9,1,0,0,29,6,2007,2,102
2007-06-29,64,41.970248,-87.787992,8,1,0,0,29,6,2007,3,107
2007-06-29,12,42.010412,-87.66214000000001,8,1,0,0,29,6,2007,3,19
2007-06-29,10,41.899229999999996,-87.716788,9,1,0,0,29,6,2007,2,1
2007-06-29,10,41.899229999999996,-87.716788,9,1,0,0,29,6,2007,3,1
2007-06-29,20,41.692555,-87.598865,8,1,0,0,29,6,2007,2,34
2007-06-29,20,41.692555,-87.598865,8,1,0,0,29,6,2007,3,34
2007-06-29,33,41.94016,-87.794896,9,1,0,0,29,6,2007,2,55
2007-06-29,11,41.903002,-87.68826700000001,8,1,0,0,29,6,2007,2,9
2007-07-02,41,41.95469,-87.800991,9,3,0,0,2,7,2007,2,72
2007-07-02,41,41.95469,-87.800991,9,2,0,0,2,7,2007,3,72
2007-07-02,62,41.994991,-87.769279,9,4,0,0,2,7,2007,2,103
2007-07-02,62,41.994991,-87.769279,9,4,0,0,2,7,2007,3,103
2007-07-02,79,41.974089,-87.824812,8,3,0,0,2,7,2007,2,123
2007-07-02,15,41.9216,-87.666455,8,2,0,0,2,7,2007,2,27
2007-07-02,15,41.9216,-87.666455,8,2,0,0,2,7,2007,3,27
2007-07-02,25,41.891118,-87.65449100000001,8,3,0,0,2,7,2007,2,48
2007-07-02,25,41.891118,-87.65449100000001,8,16,0,0,2,7,2007,3,48
2007-07-02,11,41.867108,-87.654224,8,1,0,0,2,7,2007,3,17
2007-07-02,22,41.921965,-87.632085,8,2,0,0,2,7,2007,2,39
2007-07-02,22,41.921965,-87.632085,8,1,0,0,2,7,2007,3,39
2007-07-02,22,41.688324,-87.676709,8,2,0,0,2,7,2007,2,40
2007-07-02,22,41.688324,-87.676709,8,3,0,0,2,7,2007,3,40
2007-07-02,22,41.731922,-87.677512,8,3,0,0,2,7,2007,2,43
2007-07-02,22,41.731922,-87.677512,8,4,0,0,2,7,2007,3,43
2007-07-02,22,41.731922,-87.677512,8,3,0,0,2,7,2007,1,43
2007-07-02,53,41.891126,-87.61156,5,2,0,0,2,7,2007,2,91
2007-07-02,53,41.891126,-87.61156,5,1,0,0,2,7,2007,3,91
2007-07-02,75,42.01743,-87.68776899999999,8,1,0,0,2,7,2007,3,120
2007-07-02,91,41.981964000000005,-87.812827,8,2,0,0,2,7,2007,3,132
2007-07-02,36,41.944869,-87.832763,8,6,0,0,2,7,2007,2,60
2007-07-02,72,42.011601,-87.81150600000001,8,1,0,0,2,7,2007,3,118
2007-07-02,38,41.94983,-87.69845699999999,9,1,0,0,2,7,2007,3,65
2007-07-02,58,41.986921,-87.689778,9,1,0,0,2,7,2007,2,96
2007-07-02,58,41.986921,-87.689778,9,5,0,0,2,7,2007,3,96
2007-07-02,58,41.986921,-87.689778,9,1,0,0,2,7,2007,1,96
2007-07-02,10,41.723195000000004,-87.64997,5,1,0,0,2,7,2007,2,5
2007-07-02,11,41.868077,-87.666901,9,2,0,0,2,7,2007,2,10
2007-07-02,11,41.868077,-87.666901,9,11,0,0,2,7,2007,3,10
2007-07-02,11,41.869215999999994,-87.627561,8,2,0,0,2,7,2007,3,14
2007-07-02,42,41.662014,-87.72460799999999,8,16,0,0,2,7,2007,2,74
2007-07-02,42,41.662014,-87.72460799999999,8,12,0,0,2,7,2007,3,74
2007-07-02,42,41.662014,-87.72460799999999,8,2,0,0,2,7,2007,4,74
2007-07-02,40,41.953067,-87.776792,8,1,0,0,2,7,2007,2,69
2007-07-02,40,41.953067,-87.776792,8,1,0,0,2,7,2007,3,69
2007-07-02,43,41.878114000000004,-87.629798,3,1,0,0,2,7,2007,4,77
2007-07-02,42,41.958271,-87.702575,9,1,0,0,2,7,2007,3,73
2007-07-02,15,41.994469,-87.667736,8,1,0,0,2,7,2007,2,26
2007-07-02,15,41.994469,-87.667736,8,1,0,0,2,7,2007,3,26
2007-07-02,70,41.916265,-87.800515,8,5,0,0,2,7,2007,2,114
2007-07-02,70,41.916265,-87.800515,8,2,0,0,2,7,2007,3,114
2007-07-02,25,41.846075,-87.716277,9,1,0,0,2,7,2007,2,46
2007-07-02,21,41.918704999999996,-87.752329,8,1,0,0,2,7,2007,2,36
2007-07-02,35,41.682587,-87.707973,9,28,0,0,2,7,2007,2,58
2007-07-02,35,41.682587,-87.707973,9,4,0,0,2,7,2007,3,58
2007-07-02,37,41.948167,-87.730698,8,2,0,0,2,7,2007,2,62
2007-07-02,46,41.964242,-87.757639,8,1,0,0,2,7,2007,3,79
2007-07-02,60,41.990284,-87.797127,8,1,0,0,2,7,2007,3,97
2007-07-02,70,42.008314,-87.77792099999999,9,4,0,0,2,7,2007,2,115
2007-07-02,70,42.008314,-87.77792099999999,9,3,0,0,2,7,2007,3,115
2007-07-02,61,41.991429,-87.747113,8,1,0,0,2,7,2007,4,100
2007-07-02,68,41.921177,-87.79518,8,1,0,0,2,7,2007,2,113
2007-07-02,68,41.921177,-87.79518,8,2,0,0,2,7,2007,3,113
2007-07-02,30,41.857402,-87.694991,8,5,0,0,2,7,2007,2,53
2007-07-02,11,41.868142,-87.696269,9,4,0,0,2,7,2007,2,12
2007-07-02,11,41.868142,-87.696269,9,8,0,0,2,7,2007,3,12
2007-07-02,25,41.846283,-87.656913,9,1,0,0,2,7,2007,2,47
2007-07-02,10,41.721474,-87.648064,8,2,0,0,2,7,2007,2,6
2007-07-02,10,41.869107,-87.69629300000001,9,1,0,0,2,7,2007,2,2
2007-07-02,96,41.719059,-87.675088,9,3,0,0,2,7,2007,2,135
2007-07-02,96,41.719059,-87.675088,9,2,0,0,2,7,2007,3,135
2007-07-02,61,41.923738,-87.785288,9,6,0,0,2,7,2007,2,102
2007-07-02,61,41.923738,-87.785288,9,1,0,0,2,7,2007,3,102
2007-07-02,64,41.970248,-87.787992,8,5,0,0,2,7,2007,2,107
2007-07-02,64,41.970248,-87.787992,8,1,0,0,2,7,2007,3,107
2007-07-02,12,42.010412,-87.66214000000001,8,1,0,0,2,7,2007,2,19
2007-07-02,10,41.899229999999996,-87.716788,9,3,0,0,2,7,2007,2,1
2007-07-02,10,41.899229999999996,-87.716788,9,2,0,0,2,7,2007,3,1
2007-07-02,60,41.942114000000004,-87.776385,8,3,0,0,2,7,2007,2,99
2007-07-02,60,41.960615999999995,-87.777189,9,1,0,0,2,7,2007,2,98
2007-07-02,33,41.883284,-87.705085,8,2,0,0,2,7,2007,2,54
2007-07-02,33,41.883284,-87.705085,8,1,0,0,2,7,2007,3,54
2007-07-02,33,41.704336,-87.70373599999999,8,1,0,0,2,7,2007,2,56
2007-07-11,41,41.95469,-87.800991,9,18,0,0,11,7,2007,2,72
2007-07-11,41,41.95469,-87.800991,9,7,0,0,11,7,2007,3,72
2007-07-11,41,41.95469,-87.800991,9,2,0,0,11,7,2007,1,72
2007-07-11,62,41.994991,-87.769279,9,3,0,0,11,7,2007,2,103
2007-07-11,79,41.974089,-87.824812,8,1,0,0,11,7,2007,2,123
2007-07-11,79,41.974089,-87.824812,8,1,0,0,11,7,2007,3,123
2007-07-11,79,41.974089,-87.824812,8,2,0,0,11,7,2007,3,123
2007-07-11,15,41.9216,-87.666455,8,4,0,0,11,7,2007,2,27
2007-07-11,15,41.9216,-87.666455,8,1,0,0,11,7,2007,3,27
2007-07-11,25,41.891118,-87.65449100000001,8,6,0,0,11,7,2007,2,48
2007-07-11,25,41.891118,-87.65449100000001,8,5,0,0,11,7,2007,3,48
2007-07-11,25,41.891118,-87.65449100000001,8,3,0,0,11,7,2007,1,48
2007-07-11,11,41.867108,-87.654224,8,3,0,0,11,7,2007,2,17
2007-07-11,11,41.867108,-87.654224,8,1,0,0,11,7,2007,3,17
2007-07-11,11,41.896282,-87.655232,8,2,0,0,11,7,2007,2,16
2007-07-11,11,41.896282,-87.655232,8,1,0,0,11,7,2007,3,16
2007-07-11,22,41.921965,-87.632085,8,1,0,0,11,7,2007,2,39
2007-07-11,22,41.921965,-87.632085,8,1,0,0,11,7,2007,3,39
2007-07-11,22,41.688324,-87.676709,8,50,0,0,11,7,2007,2,40
2007-07-11,22,41.688324,-87.676709,8,35,0,0,11,7,2007,2,40
2007-07-11,22,41.688324,-87.676709,8,50,0,0,11,7,2007,2,40
2007-07-11,22,41.688324,-87.676709,8,8,0,0,11,7,2007,2,40
2007-07-11,22,41.688324,-87.676709,8,1,0,0,11,7,2007,3,40
2007-07-11,22,41.688324,-87.676709,8,8,0,0,11,7,2007,3,40
2007-07-11,22,41.688324,-87.676709,8,19,0,0,11,7,2007,1,40
2007-07-11,22,41.688324,-87.676709,8,2,0,0,11,7,2007,4,40
2007-07-11,22,41.688324,-87.676709,8,1,0,0,11,7,2007,6,40
2007-07-11,11,41.862292,-87.64886,8,14,0,0,11,7,2007,2,13
2007-07-11,11,41.862292,-87.64886,8,1,0,0,11,7,2007,1,13
2007-07-11,17,41.720848,-87.666014,9,1,0,0,11,7,2007,2,30
2007-07-11,22,41.731922,-87.677512,8,22,0,0,11,7,2007,2,43
2007-07-11,22,41.731922,-87.677512,8,21,0,0,11,7,2007,3,43
2007-07-11,22,41.731922,-87.677512,8,2,0,0,11,7,2007,1,43
2007-07-11,65,41.999128999999996,-87.795585,8,1,0,0,11,7,2007,3,109
2007-07-11,75,42.01743,-87.68776899999999,8,1,0,0,11,7,2007,2,120
2007-07-11,75,42.01743,-87.68776899999999,8,2,0,0,11,7,2007,3,120
2007-07-11,75,42.01743,-87.68776899999999,8,1,0,0,11,7,2007,4,120
2007-07-11,91,41.981964000000005,-87.812827,8,1,0,0,11,7,2007,2,132
2007-07-11,91,41.981964000000005,-87.812827,8,14,0,0,11,7,2007,3,132
2007-07-11,36,41.944869,-87.832763,8,8,0,0,11,7,2007,2,60
2007-07-11,36,41.944869,-87.832763,8,1,0,0,11,7,2007,3,60
2007-07-11,36,41.944869,-87.832763,8,2,0,0,11,7,2007,3,60
2007-07-11,36,41.944869,-87.832763,8,1,0,0,11,7,2007,1,60
2007-07-11,72,42.011601,-87.81150600000001,8,37,0,0,11,7,2007,2,118
2007-07-11,72,42.011601,-87.81150600000001,8,14,0,0,11,7,2007,2,118
2007-07-11,72,42.011601,-87.81150600000001,8,8,0,0,11,7,2007,3,118
2007-07-11,72,42.011601,-87.81150600000001,8,4,0,0,11,7,2007,3,118
2007-07-11,72,42.011601,-87.81150600000001,8,3,0,0,11,7,2007,1,118
2007-07-11,38,41.94983,-87.69845699999999,9,1,0,0,11,7,2007,2,65
2007-07-11,49,41.979243,-87.750938,9,7,0,0,11,7,2007,2,82
2007-07-11,49,41.979243,-87.750938,9,2,0,0,11,7,2007,3,82
2007-07-11,58,41.986921,-87.689778,9,1,0,0,11,7,2007,2,96
2007-07-11,58,41.986921,-87.689778,9,2,0,0,11,7,2007,3,96
2007-07-11,50,41.801497999999995,-87.763416,9,1,0,0,11,7,2007,3,84
2007-07-11,14,41.906638,-87.701431,9,1,0,0,11,7,2007,2,24
2007-07-11,10,41.723195000000004,-87.64997,5,1,0,0,11,7,2007,2,5
2007-07-11,10,41.723195000000004,-87.64997,5,2,0,0,11,7,2007,3,5
2007-07-11,11,41.868077,-87.666901,9,27,0,0,11,7,2007,2,10
2007-07-11,11,41.868077,-87.666901,9,5,0,0,11,7,2007,3,10
2007-07-11,11,41.869215999999994,-87.627561,8,5,0,0,11,7,2007,2,14
2007-07-11,11,41.869215999999994,-87.627561,8,1,0,0,11,7,2007,1,14
2007-07-11,42,41.662014,-87.72460799999999,8,18,0,0,11,7,2007,2,74
2007-07-11,42,41.662014,-87.72460799999999,8,4,0,0,11,7,2007,3,74
2007-07-11,42,41.662014,-87.72460799999999,8,1,0,0,11,7,2007,1,74
2007-07-11,53,41.961743,-87.76007,9,1,0,0,11,7,2007,2,92
2007-07-11,40,41.953067,-87.776792,8,1,0,0,11,7,2007,2,69
2007-07-11,40,41.953067,-87.776792,8,1,0,0,11,7,2007,3,69
2007-07-11,43,41.878114000000004,-87.629798,3,3,0,0,11,7,2007,2,77
2007-07-11,43,41.878114000000004,-87.629798,3,1,0,0,11,7,2007,3,77
2007-07-11,42,41.958271,-87.702575,9,13,0,0,11,7,2007,2,73
2007-07-11,42,41.958271,-87.702575,9,2,0,0,11,7,2007,3,73
2007-07-11,42,41.958271,-87.702575,9,1,0,0,11,7,2007,1,73
2007-07-11,18,42.006858,-87.675919,9,1,0,0,11,7,2007,2,32
