Station,Date,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,Depth,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,hour,day,month,year,CodeSum_lb,eng1,eng2,eng3,eng4,eng5
1,2007-05-21,80.0,44.0,62.0,50,56.0,3.0,0.0,426.0,426.0,0.0,0.0,0.0,29.33,30.06,6.3,11,8.2,0,21,5,2007,0,15336.0,3472.0,2200.0,54.64005322687957,1.5177792563022103
2,2007-05-21,79.0,46.0,63.0,50,57.0,2.0,0.0,426.0,426.0,0.0,0.0,0.0,29.39,30.05,6.3,10,7.8,0,21,5,2007,0,14058.0,3591.0,2300.0,55.748086522462565,1.6893359552261382
1,2007-05-22,87.0,55.0,71.0,46,58.0,0.0,6.0,425.0,425.0,0.0,0.0,0.0,29.34,30.06,10.0,18,10.2,0,22,5,2007,0,13600.0,4118.0,2530.0,56.61077844311377,1.7690868263473054
2,2007-05-22,87.0,60.0,74.0,44,58.0,0.0,9.0,425.0,425.0,0.0,0.0,0.0,29.41,30.05,10.1,16,10.6,0,22,5,2007,0,11475.0,4292.0,2640.0,56.76472545757071,2.1023972391692856
1,2007-05-23,89.0,60.0,75.0,49,61.0,0.0,10.0,425.0,425.0,0.0,0.0,0.0,29.39,30.1,11.4,19,11.8,0,23,5,2007,0,12325.0,4575.0,2940.0,59.56112956810631,2.0538320540726316
2,2007-05-23,89.0,66.0,78.0,48,61.0,0.0,13.0,425.0,425.0,0.0,0.0,0.0,29.47,30.1,10.9,18,11.2,0,23,5,2007,0,9775.0,4758.0,3168.0,59.72325581395348,2.5966632962588467
1,2007-05-24,88.0,63.0,76.0,54,63.0,0.0,11.0,424.0,424.0,0.0,0.0,0.02,29.41,30.11,14.9,21,17.3,0,24,5,2007,45,10600.0,4788.0,3402.0,61.535370308867485,2.4614148123546995
2,2007-05-24,88.0,66.0,77.0,53,63.0,0.0,12.0,424.0,424.0,0.0,0.0,0.01,29.47,30.1,13.8,20,15.2,0,24,5,2007,45,9328.0,4851.0,3498.0,61.6813953488372,2.803699788583509
1,2007-05-25,70.0,56.0,63.0,44,53.0,2.0,0.0,423.0,423.0,0.0,0.0,0.01,29.51,30.24,4.9,5,8.8,0,25,5,2007,0,5922.0,3339.0,2464.0,51.72056878306879,3.6943263416477707
2,2007-05-25,66.0,57.0,62.0,46,53.0,3.0,0.0,423.0,423.0,0.0,0.0,0.09,29.57,30.23,4.5,5,8.2,0,25,5,2007,25,3807.0,3286.0,2622.0,51.84287131988091,5.760319035542324
1,2007-05-26,65.0,49.0,57.0,55,56.0,8.0,0.0,422.0,422.0,0.0,0.0,1.01,29.36,30.11,2.8,17,7.2,0,26,5,2007,85,6752.0,3192.0,2695.0,54.6051145798738,3.4128196612421124
2,2007-05-26,70.0,50.0,60.0,55,57.0,5.0,0.0,422.0,422.0,0.0,0.0,0.28,29.42,30.1,2.5,15,7.8,0,26,5,2007,84,8440.0,3420.0,2750.0,55.71229235880399,2.7856146179401997
1,2007-05-27,75.0,57.0,66.0,47,56.0,0.0,1.0,422.0,422.0,0.0,0.0,0.04,29.34,30.06,8.9,26,9.5,0,27,5,2007,25,7596.0,3696.0,2679.0,54.65868263473054,3.036593479707252
2,2007-05-27,75.0,59.0,67.0,49,57.0,0.0,2.0,422.0,422.0,0.0,0.0,0.08,29.41,30.05,8.2,24,9.2,0,27,5,2007,25,6752.0,3819.0,2891.0,55.78602329450915,3.486626455906822
1,2007-05-28,79.0,50.0,65.0,47,56.0,0.0,0.0,421.0,421.0,0.0,0.0,0.01,29.43,30.15,4.8,10,5.3,0,28,5,2007,23,12209.0,3640.0,2350.0,54.66268656716419,1.8849202264539375
2,2007-05-28,76.0,54.0,65.0,49,57.0,0.0,0.0,421.0,421.0,0.0,0.0,0.0,29.49,30.14,4.7,8,5.2,0,28,5,2007,0,9262.0,3705.0,2646.0,55.77073656270736,2.535033480123062
1,2007-05-29,88.0,60.0,74.0,58,65.0,0.0,9.0,421.0,421.0,0.0,0.0,0.0,29.39,30.11,5.8,18,6.5,0,29,5,2007,3,11788.0,4810.0,3480.0,63.44569910328795,2.265917825117427
2,2007-05-29,88.0,65.0,77.0,59,66.0,0.0,12.0,421.0,421.0,0.0,0.0,0.0,29.44,30.09,5.8,16,7.4,0,29,5,2007,3,9683.0,5082.0,3835.0,64.57427716849452,2.8075772681954136
1,2007-05-30,87.0,66.0,77.0,58,65.0,0.0,12.0,420.0,420.0,0.0,0.0,0.0,29.31,30.04,10.3,19,10.6,0,30,5,2007,19,8820.0,5005.0,3828.0,63.42043941411451,3.0200209244816434
2,2007-05-30,89.0,70.0,80.0,57,66.0,0.0,15.0,420.0,420.0,0.0,0.0,0.0,29.38,30.03,9.7,17,10.1,0,30,5,2007,19,7980.0,5280.0,3990.0,64.57142857142857,3.398496240601504
1,2007-05-31,78.0,65.0,72.0,61,65.0,0.0,7.0,420.0,420.0,0.0,0.0,0.01,29.28,30.0,9.3,19,9.9,0,31,5,2007,45,5460.0,4680.0,3965.0,63.440000000000005,4.880000000000001
2,2007-05-31,80.0,68.0,74.0,61,66.0,0.0,9.0,420.0,420.0,0.0,0.0,0.53,29.34,29.99,8.9,18,9.2,0,31,5,2007,25,5040.0,4884.0,4148.0,64.56952317439146,5.380793597865956
1,2007-06-01,85.0,62.0,74.0,63,66.0,0.0,9.0,419.0,419.0,0.0,0.0,0.19,29.19,29.91,4.2,17,6.4,0,1,6,2007,74,9637.0,4884.0,3906.0,64.41123370110331,2.8004884217871004
2,2007-06-01,86.0,67.0,77.0,63,67.0,0.0,12.0,419.0,419.0,0.0,0.0,0.21,29.25,29.9,4.7,16,5.8,0,1,6,2007,74,7961.0,5159.0,4221.0,65.54347826086956,3.4496567505720823
1,2007-06-02,81.0,65.0,73.0,63,67.0,0.0,8.0,419.0,419.0,0.0,0.0,0.04,29.03,29.77,6.5,22,7.4,0,2,6,2007,25,6704.0,4891.0,4095.0,65.33456499832046,4.083410312395029
2,2007-06-02,81.0,68.0,75.0,62,67.0,0.0,10.0,419.0,419.0,0.0,0.0,0.01,29.1,29.76,7.5,21,8.2,0,2,6,2007,25,5447.0,5025.0,4216.0,65.51411290322581,5.039547146401985
1,2007-06-03,78.0,62.0,70.0,60,63.0,0.0,5.0,418.0,418.0,0.0,0.0,0.01,28.82,29.56,5.2,25,6.7,0,3,6,2007,85,6688.0,4410.0,3720.0,61.42286874154263,3.8389292963464143
2,2007-06-03,77.0,64.0,71.0,60,64.0,0.0,6.0,418.0,418.0,0.0,0.0,0.32,28.87,29.54,4.9,24,7.2,0,3,6,2007,30,5434.0,4544.0,3840.0,62.54840893703453,4.811416072079579
1,2007-06-04,71.0,58.0,65.0,58,60.0,0.0,0.0,418.0,418.0,0.0,0.0,0.39,28.82,29.52,7.8,31,9.7,0,4,6,2007,84,5434.0,3900.0,3364.0,58.577235772357724,4.505941213258287
2,2007-06-04,72.0,56.0,64.0,57,60.0,1.0,0.0,418.0,418.0,0.0,0.0,0.31,28.88,29.51,7.9,30,10.1,0,4,6,2007,25,6688.0,3840.0,3192.0,58.71907827854964,3.6699423924093524
1,2007-06-05,64.0,47.0,56.0,48,51.0,9.0,0.0,417.0,417.0,0.0,0.0,0.42,29.1,29.79,5.2,5,7.6,0,5,6,2007,25,7089.0,2856.0,2256.0,49.81873111782478,2.930513595166164
2,2007-06-05,63.0,51.0,57.0,47,52.0,8.0,0.0,417.0,417.0,0.0,0.0,0.27,29.16,29.78,6.2,3,8.1,0,5,6,2007,25,5004.0,2964.0,2397.0,50.917394224311614,4.243116185359301
1,2007-06-06,71.0,44.0,58.0,48,55.0,7.0,0.0,417.0,417.0,0.0,0.0,0.01,29.07,29.81,10.8,17,11.4,0,6,6,2007,23,11259.0,3190.0,2112.0,53.634686346863475,1.9864698646986472
2,2007-06-06,73.0,48.0,61.0,47,55.0,4.0,0.0,417.0,417.0,0.0,0.0,0.01,29.13,29.82,9.6,15,10.6,0,6,6,2007,23,10425.0,3355.0,2256.0,53.72736418511066,2.1490945674044264
1,2007-06-07,91.0,71.0,81.0,62,69.0,0.0,16.0,417.0,417.0,0.0,0.0,0.0,28.84,29.55,22.7,20,23.1,0,7,6,2007,0,8340.0,5589.0,4402.0,67.34213197969542,3.3671065989847713
2,2007-06-07,92.0,71.0,82.0,61,68.0,0.0,17.0,417.0,417.0,0.0,0.0,0.0,28.91,29.55,20.3,19,20.7,0,7,6,2007,0,8757.0,5576.0,4331.0,66.52724196277497,3.167963902989284
1,2007-06-08,81.0,57.0,69.0,53,61.0,0.0,4.0,417.0,417.0,0.0,0.0,0.0,29.18,29.85,10.9,28,13.8,0,8,6,2007,0,10008.0,4209.0,3021.0,59.63082077051926,2.484617532104969
2,2007-06-08,81.0,63.0,72.0,54,62.0,0.0,7.0,417.0,417.0,0.0,0.0,0.0,29.24,29.83,9.3,26,12.4,0,8,6,2007,0,7506.0,4464.0,3402.0,60.77371773382501,3.3763176518791673
1,2007-06-09,79.0,52.0,66.0,47,57.0,0.0,1.0,416.0,416.0,0.0,0.0,0.0,29.36,30.07,0.3,33,5.0,0,9,6,2007,0,11232.0,3762.0,2444.0,55.65414033920851,2.0612644570077228
2,2007-06-09,79.0,57.0,68.0,49,58.0,0.0,3.0,416.0,416.0,0.0,0.0,0.0,29.42,30.05,2.4,19,4.7,0,9,6,2007,0,9152.0,3944.0,2793.0,56.784026622296174,2.5810921191952807
1,2007-06-10,81.0,55.0,68.0,51,59.0,0.0,3.0,416.0,416.0,0.0,0.0,0.0,29.34,30.05,4.8,17,5.6,0,10,6,2007,0,10816.0,4012.0,2805.0,57.605990016638934,2.215615000639959
2,2007-06-10,81.0,61.0,71.0,50,60.0,0.0,6.0,416.0,416.0,0.0,0.0,0.0,29.39,30.04,4.6,16,5.8,0,10,6,2007,0,8320.0,4260.0,3050.0,58.7017310252996,2.93508655126498
1,2007-06-11,86.0,58.0,72.0,52,61.0,0.0,7.0,416.0,416.0,0.0,0.0,0.0,29.41,30.11,4.9,11,6.9,0,11,6,2007,0,11648.0,4392.0,3016.0,59.581866489538356,2.1279238031977985
2,2007-06-11,85.0,65.0,75.0,51,61.0,0.0,10.0,416.0,416.0,0.0,0.0,0.0,29.47,30.09,6.6,9,8.4,0,11,6,2007,0,8320.0,4575.0,3315.0,59.743104021269524,2.987155201063476
1,2007-06-12,83.0,62.0,73.0,50,60.0,0.0,8.0,416.0,416.0,0.0,0.0,0.0,29.44,30.16,8.3,5,8.8,0,12,6,2007,0,8736.0,4380.0,3100.0,58.56763925729443,2.788935202728306
2,2007-06-12,82.0,66.0,74.0,51,61.0,0.0,9.0,416.0,416.0,0.0,0.0,0.0,29.49,30.14,9.4,5,10.0,0,12,6,2007,0,6656.0,4514.0,3366.0,59.68447246184472,3.730279528865295
1,2007-06-13,87.0,60.0,74.0,53,62.0,0.0,9.0,416.0,416.0,0.0,0.0,0.0,29.36,30.09,7.2,5,8.6,0,13,6,2007,0,11232.0,4588.0,3180.0,60.4958457959455,2.2405868813313146
2,2007-06-13,86.0,68.0,77.0,53,62.0,0.0,12.0,416.0,416.0,0.0,0.0,0.0,29.28,29.97,7.0,5,8.1,0,13,6,2007,0,7488.0,4774.0,3604.0,60.572572572572575,3.365142920698476
1,2007-06-14,89.0,64.0,77.0,55,64.0,0.0,12.0,416.0,416.0,0.0,0.0,0.0,29.3,30.02,5.6,5,6.8,0,14,6,2007,0,10400.0,4928.0,3520.0,62.465023317788145,2.498600932711526
2,2007-06-14,89.0,68.0,79.0,54,63.0,0.0,14.0,416.0,416.0,0.0,0.0,0.0,29.36,30.0,5.9,7,6.4,0,14,6,2007,0,8736.0,4977.0,3672.0,61.656,2.936
1,2007-06-15,91.0,63.0,77.0,56,64.0,0.0,12.0,416.0,416.0,0.0,0.0,0.0,29.28,29.99,4.1,6,4.9,0,15,6,2007,0,11648.0,4928.0,3528.0,62.48482827609204,2.2316010098604298
2,2007-06-15,89.0,67.0,78.0,56,65.0,0.0,13.0,416.0,416.0,0.0,0.0,0.0,29.34,29.97,3.8,9,4.1,0,15,6,2007,0,9152.0,5070.0,3752.0,63.633633633633636,2.8924378924378926
1,2007-06-16,93.0,66.0,80.0,60,67.0,0.0,15.0,416.0,416.0,0.0,0.0,0.01,29.26,29.97,4.8,28,5.8,0,16,6,2007,45,11232.0,5360.0,3960.0,65.41274607941276,2.4226942992375093
2,2007-06-16,92.0,68.0,80.0,61,68.0,0.0,15.0,416.0,416.0,0.0,0.0,0.01,29.33,29.96,2.1,22,6.1,0,16,6,2007,19,9984.0,5440.0,4148.0,66.57009345794393,2.773753894080997
1,2007-06-17,91.0,70.0,81.0,64,70.0,0.0,16.0,416.0,416.0,0.0,0.0,0.0,29.23,29.95,2.8,11,6.3,0,17,6,2007,19,8736.0,5670.0,4480.0,68.31719532554257,3.253199777406789
2,2007-06-17,91.0,71.0,81.0,65,70.0,0.0,16.0,416.0,416.0,0.0,0.0,0.16,29.28,29.93,4.0,11,6.1,0,17,6,2007,19,8320.0,5670.0,4615.0,68.4797861677247,3.423989308386235
1,2007-06-18,89.0,69.0,79.0,65,70.0,0.0,14.0,416.0,416.0,0.0,0.0,0.28,29.12,29.84,14.0,20,15.1,0,18,6,2007,94,8320.0,5530.0,4485.0,68.31099195710456,3.415549597855228
2,2007-06-18,89.0,73.0,81.0,65,70.0,0.0,16.0,416.0,416.0,0.0,0.0,0.02,29.19,29.83,12.2,20,12.6,0,18,6,2007,94,6656.0,5670.0,4745.0,68.4981562185719,4.281134763660744
1,2007-06-19,80.0,65.0,73.0,55,63.0,0.0,8.0,416.0,416.0,0.0,0.0,0.58,29.26,29.95,10.7,28,11.4,0,19,6,2007,23,6240.0,4599.0,3575.0,61.548580968280476,4.103238731218698
2,2007-06-19,81.0,65.0,73.0,55,63.0,0.0,8.0,416.0,416.0,0.0,0.0,0.93,29.31,29.93,10.1,29,11.3,0,19,6,2007,25,6656.0,4599.0,3575.0,61.694954894754424,3.8559346809221515
1,2007-06-20,84.0,61.0,73.0,52,61.0,0.0,8.0,416.0,416.0,0.0,0.0,0.0,29.39,30.1,7.8,27,8.8,0,20,6,2007,0,9568.0,4453.0,3172.0,59.56112956810631,2.5896143290481004
2,2007-06-20,85.0,62.0,74.0,50,61.0,0.0,9.0,416.0,416.0,0.0,0.0,0.0,29.46,30.09,5.9,28,7.7,0,20,6,2007,0,9568.0,4514.0,3100.0,59.722831505483555,2.5966448480645026
1,2007-06-21,77.0,61.0,69.0,51,60.0,0.0,4.0,416.0,416.0,0.0,0.0,0.01,29.36,30.08,3.5,3,10.7,0,21,6,2007,23,6656.0,4140.0,3111.0,58.56382978723404,3.6602393617021276
2,2007-06-21,80.0,66.0,73.0,51,61.0,0.0,8.0,416.0,416.0,0.0,0.0,0.01,29.41,30.06,3.7,2,9.6,0,21,6,2007,23,5824.0,4453.0,3366.0,59.68097139055224,4.262926527896588
1,2007-06-22,76.0,61.0,69.0,50,58.0,0.0,4.0,417.0,417.0,0.0,0.0,0.01,29.33,30.06,7.8,6,8.7,0,22,6,2007,23,6255.0,4002.0,3050.0,56.59148369926813,3.772765579951209
2,2007-06-22,75.0,62.0,69.0,49,58.0,0.0,4.0,417.0,417.0,0.0,0.0,0.01,29.39,30.05,6.5,7,8.1,0,22,6,2007,23,5421.0,4002.0,3038.0,56.7261231281198,4.363547932932293
1,2007-06-23,67.0,62.0,65.0,58,61.0,0.0,0.0,417.0,417.0,0.0,0.0,0.05,29.23,29.96,7.6,12,9.0,0,23,6,2007,25,2085.0,3965.0,3596.0,59.513684913217624,11.902736982643525
2,2007-06-23,68.0,61.0,65.0,60,62.0,0.0,0.0,417.0,417.0,0.0,0.0,0.34,29.28,29.95,7.3,11,8.1,0,23,6,2007,25,2919.0,4030.0,3660.0,60.61302170283807,8.659003100405439
1,2007-06-24,77.0,63.0,70.0,62,65.0,0.0,5.0,417.0,417.0,0.0,0.0,0.0,29.26,29.97,7.0,9,8.0,0,24,6,2007,3,5838.0,4550.0,3906.0,63.460126793460134,4.532866199532867
2,2007-06-24,75.0,65.0,70.0,62,65.0,0.0,5.0,417.0,417.0,0.0,0.0,0.0,29.33,29.96,5.6,10,6.0,0,24,6,2007,3,4170.0,4550.0,4030.0,63.63317757009346,6.363317757009346
1,2007-06-25,89.0,65.0,77.0,66,70.0,0.0,12.0,417.0,417.0,0.0,0.0,0.0,29.38,30.07,3.9,14,6.8,0,25,6,2007,3,10008.0,5390.0,4290.0,68.39374792151645,2.849739496729852
2,2007-06-25,86.0,67.0,77.0,67,70.0,0.0,12.0,417.0,417.0,0.0,0.0,0.0,29.44,30.06,4.0,12,5.9,0,25,6,2007,3,7923.0,5390.0,4489.0,68.55622089155024,3.6082221521868547
1,2007-06-26,92.0,70.0,81.0,69,72.0,0.0,16.0,418.0,418.0,0.0,0.0,0.16,29.39,30.11,6.1,22,7.1,0,26,6,2007,76,9196.0,5832.0,4830.0,70.2783128528728,3.1944687660396727
2,2007-06-26,91.0,73.0,82.0,69,72.0,0.0,17.0,418.0,418.0,0.0,0.0,0.01,29.45,30.09,7.3,21,8.1,0,26,6,2007,3,7524.0,5904.0,5037.0,70.46859421734796,3.9149219009637752
1,2007-06-27,91.0,71.0,81.0,70,72.0,0.0,16.0,418.0,418.0,0.0,0.0,0.15,29.29,30.02,7.5,24,8.8,0,27,6,2007,72,8360.0,5832.0,4970.0,70.2491672218521,3.5124583610926052
2,2007-06-27,89.0,71.0,80.0,69,72.0,0.0,15.0,418.0,418.0,0.0,0.0,0.35,29.36,30.0,7.9,24,8.5,0,27,6,2007,84,7524.0,5760.0,4899.0,70.464,3.9146666666666667
1,2007-06-28,74.0,58.0,66.0,55,60.0,0.0,1.0,419.0,419.0,0.0,0.0,0.0,29.41,30.09,11.9,3,12.5,0,28,6,2007,0,6704.0,3960.0,3190.0,58.644067796610166,3.6652542372881354
2,2007-06-28,73.0,61.0,67.0,56,61.0,0.0,2.0,419.0,419.0,0.0,0.0,0.0,29.43,30.07,12.2,2,13.3,0,28,6,2007,0,5028.0,4087.0,3416.0,59.70169604256734,4.975141336880612
