Date_spry,Time_spry,Latitude_spry,Longitude_spry,day_spry,month_spry,year_spry,Date_trn,Address,Species,Block,Street,Trap,AddressNumberAndStreet,Latitude_trn,Longitude_trn,AddressAccuracy,NumMosquitos,WnvPresent,day_trn,month_trn,year,Street_effect,Species_lb,Address_lb,Station,Date_wthr,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,day_wthr,month_wthr,year_wthr,CodeSum_lb,Tmax:Tmin:Sunst,Tavg:WB,Hot_web,DP:Tmin,P:sea:WB,T_diff,Dry,Dry_Wet_Diff,month_cat,DewPoint:Sunrise
2011-09-07,211020.0,41.9762833333333,-87.80975500000002,7,9,2011,2007-08-08,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.72646500000001,-87.585413,5,50,0,8,8,2007,1,1,4,2,2007-05-08,80.0,60.0,70.0,57,63.0,0.0,5.0,439.0,1857.0,HZ,0.0,0.0,0.01,29.36,30.02,2.5,8,5.4,8,5,2007,19,37140.0,4410.0,0.8,3420.0,61.61492338441039,0,1,1,1,25023.0
2011-09-07,,41.990836139415,-87.8037906422463,7,9,2011,2007-09-05,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,5,9,2007,1,0,18,1,2007-05-09,77.0,61.0,69.0,59,63.0,0.0,4.0,438.0,1858.0,BR HZ,0.0,0.0,0.13,29.21,29.94,3.9,9,6.2,9,5,2007,3,29728.0,4347.0,10.01,3599.0,61.46392785571143,0,1,0,1,25842.0
2011-09-07,,41.9965004071014,-87.81559920030442,7,9,2011,2007-06-05,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,1,0,5,6,2007,1,2,58,2,2007-05-09,76.0,63.0,70.0,60,63.0,0.0,5.0,438.0,1858.0,BR HZ,0.0,0.0,0.02,29.28,29.93,3.9,7,5.9,9,5,2007,3,24154.0,4410.0,1.52,3780.0,61.631807550952225,0,1,0,1,26280.0
2011-09-07,205130.0,41.97412666666671,-87.82238000000002,7,9,2011,2007-08-15,"1500 West Granville Avenue, Chicago, IL 60660, USA",CULEX PIPIENS/RESTUANS,15, W GRANVILLE AVE,T149,"1500  W GRANVILLE AVE, Chicago, IL",41.994469,-87.667736,8,1,0,15,8,2007,1,1,26,1,2007-05-10,84.0,56.0,70.0,52,60.0,0.0,5.0,437.0,1859.0,BR,0.0,0.0,0.0,29.2,29.92,0.7,17,4.1,10,5,2007,2,52052.0,4200.0,0.0,2912.0,58.55614973262031,1,1,1,1,22724.0
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011,2007-09-24,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,79, S CHICAGO AVE,T083,"7900  S CHICAGO AVE, Chicago, IL",41.754292,-87.590773,9,1,0,24,9,2007,1,1,120,2,2007-05-10,83.0,59.0,71.0,52,61.0,0.0,6.0,437.0,1859.0,BR HZ,0.0,0.0,0.0,29.26,29.91,2.0,9,3.9,10,5,2007,3,44616.0,4331.0,0.0,3068.0,59.67435640254096,1,1,1,1,22724.0
2011-09-07,212710.0,41.986638333333296,-87.81688,7,9,2011,2007-10-09,"East 91st Street, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,81, E 91ST ST,T107,"8100  E 91ST ST, Chicago, IL",41.729669,-87.582699,5,1,0,9,10,2007,0,1,123,1,2007-05-11,70.0,51.0,61.0,42,51.0,4.0,0.0,436.0,1860.0, ,0.0,0.0,0.0,29.33,30.04,11.3,3,12.9,11,5,2007,0,35340.0,3111.0,0.0,2142.0,49.794607190412776,0,0,1,1,18312.0
2011-09-07,204450.0,41.97701166666671,-87.8190266666667,7,9,2011,2007-09-12,"7000 North Moselle Avenue, Chicago, IL 60646, USA",CULEX PIPIENS,70, N MOSELL AVE,T008,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.77792099999998,9,2,0,12,9,2007,1,0,113,2,2007-05-11,73.0,49.0,61.0,44,51.0,4.0,0.0,436.0,1860.0, ,0.0,0.0,0.0,29.39,30.03,11.7,36,12.8,11,5,2007,0,44640.0,3111.0,0.0,2156.0,49.91308691308691,1,0,1,1,19184.0
2011-09-07,,41.9876199874236,-87.8068627874321,7,9,2011,2007-08-08,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.72646500000001,-87.585413,5,50,0,8,8,2007,1,0,4,1,2007-05-12,64.0,46.0,55.0,36,46.0,10.0,0.0,435.0,1901.0, ,0.0,0.0,0.0,29.49,30.2,12.4,3,12.9,12,5,2007,0,34218.0,2530.0,0.0,1656.0,44.91854304635761,0,0,1,1,15660.0
2011-09-07,194302.0,41.982755,-87.79169499999998,7,9,2011,2007-09-25,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,25,9,2007,1,1,18,2,2007-05-12,65.0,47.0,56.0,37,46.0,9.0,0.0,435.0,1901.0, ,0.0,0.0,0.0,29.54,30.19,12.7,1,13.0,12,5,2007,0,34218.0,2576.0,0.0,1739.0,45.00960582974495,0,0,1,1,16095.0
2011-09-07,201110.0,41.9789666666667,-87.83275,7,9,2011,2007-08-01,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,1,8,2007,1,1,18,1,2007-05-13,69.0,43.0,56.0,33,46.0,9.0,0.0,434.0,1902.0, ,0.0,0.0,0.0,29.49,30.24,6.6,14,8.1,13,5,2007,0,49452.0,2576.0,0.0,1419.0,44.85912698412698,1,0,1,1,14322.0
2011-09-07,195710.0,41.9761,-87.8317166666667,7,9,2011,2007-08-22,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,22,8,2007,1,1,18,2,2007-05-13,69.0,44.0,57.0,32,46.0,8.0,0.0,434.0,1902.0, ,0.0,0.0,0.0,29.55,30.24,6.4,11,7.6,13,5,2007,0,47550.0,2622.0,0.0,1408.0,44.95039682539682,1,0,1,1,13888.0
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011,2007-08-22,"3700 118th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,37, E 118TH ST,T212,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,8,17,0,22,8,2007,1,1,59,1,2007-05-14,90.0,56.0,73.0,47,59.0,0.0,8.0,433.0,1903.0, ,0.0,0.0,0.0,29.23,29.97,16.9,21,17.3,14,5,2007,0,64702.0,4307.0,0.0,2632.0,57.54320987654321,1,1,1,1,20351.0
2011-09-07,,41.9849798626545,-87.8105109598403,7,9,2011,2007-08-15,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801497999999995,-87.763416,9,1,0,15,8,2007,1,1,82,2,2007-05-14,90.0,54.0,72.0,45,58.0,0.0,7.0,433.0,1903.0, ,0.0,0.0,0.0,29.31,29.98,14.1,21,14.6,14,5,2007,0,68508.0,4176.0,0.0,2430.0,56.70380253502336,1,1,1,1,19485.0
2011-09-07,211630.0,41.98095,-87.8107383333333,7,9,2011,2007-08-01,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",CULEX RESTUANS,52, W 63RD ST,T065,"5200  W 63RD ST, Chicago, IL",41.778296999999995,-87.752411,9,3,0,1,8,2007,1,2,88,1,2007-05-15,80.0,57.0,69.0,56,61.0,0.0,4.0,432.0,1904.0,RA BR,0.0,0.0,0.38,29.13,29.84,8.1,27,12.3,15,5,2007,25,43792.0,4209.0,30.4,3192.0,59.548592493297605,1,1,0,1,24192.0
2011-08-29,191028.0,42.38986666666671,-88.0958783333333,29,8,2011,2007-09-04,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX PIPIENS,58, N WESTERN AVE,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9,5,1,4,9,2007,1,0,94,2,2007-05-15,82.0,56.0,69.0,56,61.0,0.0,4.0,432.0,1904.0,TSRA RA BR,0.0,0.0,0.6,29.19,29.83,8.1,25,10.8,15,5,2007,84,49504.0,4209.0,49.2,3136.0,59.69125041904124,1,1,0,1,24192.0
2011-09-07,211040.0,41.976268333333294,-87.8110383333333,7,9,2011,2007-08-28,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.56566600000002,8,50,0,28,8,2007,1,1,44,1,2007-05-16,66.0,44.0,55.0,43,48.0,10.0,0.0,431.0,1905.0,RA BR,0.0,0.0,0.14,29.33,30.03,7.8,36,12.2,16,5,2007,25,41910.0,2640.0,9.24,1892.0,46.88111888111888,1,0,0,1,18533.0
2011-09-07,200652.0,41.977709999999995,-87.790205,7,9,2011,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,16,8,2007,1,0,18,2,2007-05-16,64.0,45.0,55.0,42,47.0,10.0,0.0,431.0,1905.0,RA BR,0.0,0.0,0.07,29.39,30.03,8.0,36,11.8,16,5,2007,25,36195.0,2585.0,4.48,1890.0,45.998334998335,0,0,0,1,18102.0
2011-09-07,205252.0,41.979729999999996,-87.80466,7,9,2011,2007-08-02,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.72646500000001,-87.585413,5,50,0,2,8,2007,1,0,4,1,2007-05-17,62.0,43.0,53.0,32,43.0,12.0,0.0,430.0,1906.0, ,0.0,0.0,0.0,29.55,30.27,10.5,3,11.3,17,5,2007,0,36214.0,2279.0,0.0,1376.0,41.977205153617454,0,0,1,1,13760.0
2011-09-07,201422.0,41.979698333333296,-87.79034166666668,7,9,2011,2007-08-24,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,2,1,24,8,2007,1,0,39,2,2007-05-17,61.0,44.0,53.0,32,43.0,12.0,0.0,430.0,1906.0, ,0.0,0.0,0.0,29.62,30.27,11.7,1,12.2,17,5,2007,0,32402.0,2279.0,0.0,1408.0,42.07664354146019,0,0,1,1,13760.0
2011-09-07,200332.0,41.9775283333333,-87.7891566666667,7,9,2011,2007-10-04,"1700 North Pulaski Road, Chicago, IL 60639, USA",CULEX PIPIENS/RESTUANS,17, N PULASKI RD,T039,"1700  N PULASKI RD, Chicago, IL",41.911823999999996,-87.726737,9,33,0,4,10,2007,1,1,29,1,2007-05-18,71.0,42.0,57.0,30,46.0,8.0,0.0,429.0,1907.0, ,0.0,0.0,0.0,29.53,30.25,5.4,25,7.5,18,5,2007,0,55303.0,2622.0,0.0,1260.0,44.90512396694215,1,0,1,1,12870.0
2011-09-07,202600.0,41.9826616666667,-87.8170933333333,7,9,2011,2007-08-01,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,1,8,2007,1,0,18,2,2007-05-18,70.0,43.0,57.0,31,47.0,8.0,0.0,429.0,1907.0, ,0.0,0.0,0.0,29.6,30.26,3.4,22,5.5,18,5,2007,0,51489.0,2679.0,0.0,1333.0,45.97488433575678,1,0,1,1,13299.0
2011-09-07,,41.9895400781647,-87.8068627874321,7,9,2011,2007-08-17,"4000 East 130th Street, Chicago, IL 60633, USA",CULEX PIPIENS,40, E 130TH ST,T221,"4000  E 130TH ST, Chicago, IL",41.659112,-87.53869300000002,8,31,0,17,8,2007,1,0,66,1,2007-05-19,80.0,56.0,68.0,39,53.0,0.0,3.0,428.0,1908.0, ,0.0,0.0,0.0,29.34,30.08,11.1,24,11.4,19,5,2007,0,45792.0,3604.0,0.0,2184.0,51.69614361702129,1,0,1,1,16692.0
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011,2007-09-19,"8900 South Muskegon Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,89, S MUSKEGON AVE,T099,"8900  S MUSKEGON AVE, Chicago, IL",41.733643,-87.55551,8,2,0,19,9,2007,1,1,127,2,2007-05-19,80.0,56.0,68.0,37,53.0,0.0,3.0,428.0,1908.0, ,0.0,0.0,0.0,29.41,30.08,11.1,23,11.4,19,5,2007,0,45792.0,3604.0,0.0,2072.0,51.819481382978715,1,0,1,1,15836.0
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011,2007-07-25,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,25,7,2007,1,0,18,1,2007-05-20,69.0,43.0,56.0,40,44.0,9.0,0.0,427.0,1909.0,RA VCTS,0.0,0.0,0.07,29.38,30.11,10.4,4,10.7,20,5,2007,48,49634.0,2464.0,4.83,1720.0,42.93324476917967,1,0,0,1,17080.0
2011-08-29,191128.0,42.38946,-88.09389499999996,29,8,2011,2007-09-24,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX PIPIENS,58, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.98480900000001,-87.728492,8,1,0,24,9,2007,1,0,92,2,2007-05-20,69.0,44.0,57.0,41,45.0,8.0,0.0,427.0,1909.0,TSRA RA,0.0,0.0,0.11,29.44,30.11,8.6,3,9.7,20,5,2007,83,47725.0,2565.0,7.59,1804.0,43.998671537695124,1,0,0,1,17507.0
2011-09-07,,41.9856038921454,-87.80695879196921,7,9,2011,2007-08-07,"3700 South Pulaski Road, Chicago, IL 60623, USA",CULEX PIPIENS/RESTUANS,37, S PULASKI RD,T063,"3700  S PULASKI RD, Chicago, IL",41.82561,-87.726549,9,4,0,7,8,2007,1,1,61,1,2007-05-21,80.0,44.0,62.0,50,56.0,3.0,0.0,426.0,1910.0, ,0.0,0.0,0.0,29.33,30.06,6.3,11,8.2,21,5,2007,0,68760.0,3472.0,0.0,2200.0,54.640053226879566,1,1,1,1,21300.0
2011-09-07,202402.0,41.9776633333333,-87.7939116666667,7,9,2011,2007-06-29,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX PIPIENS/RESTUANS,79, W FOSTER AVE,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8,1,0,29,6,2007,1,1,121,2,2007-05-21,79.0,46.0,63.0,50,57.0,2.0,0.0,426.0,1910.0, ,0.0,0.0,0.0,29.39,30.05,6.3,10,7.8,21,5,2007,0,63030.0,3591.0,0.0,2300.0,55.74808652246257,1,1,1,1,21300.0
2011-09-07,212340.0,41.9880383333333,-87.8180916666667,7,9,2011,2007-08-01,"7000 North Moselle Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,70, N MOSELL AVE,T008,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.77792099999998,9,41,0,1,8,2007,1,1,113,1,2007-05-22,87.0,55.0,71.0,46,58.0,0.0,6.0,425.0,1911.0, ,0.0,0.0,0.0,29.34,30.06,10.0,18,10.2,22,5,2007,0,61152.0,4118.0,0.0,2530.0,56.61077844311377,1,1,1,1,19550.0
2011-09-07,203042.0,41.971791666666704,-87.79644499999998,7,9,2011,2007-07-27,"4200 North Richmond Street, Chicago, IL 60618, USA",CULEX PIPIENS/RESTUANS,42, N RICHMOND ST,T146,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,9,6,0,27,7,2007,1,1,71,2,2007-05-22,87.0,60.0,74.0,44,58.0,0.0,9.0,425.0,1911.0, ,0.0,0.0,0.0,29.41,30.05,10.1,16,10.6,22,5,2007,0,51597.0,4292.0,0.0,2640.0,56.76472545757071,1,1,1,1,18700.0
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011,2007-08-15,"2000 East 111th Street, Chicago, IL 60628, USA",CULEX PIPIENS,20, E 111TH ST,T084,"2000  E 111TH ST, Chicago, IL",41.692555,-87.598865,8,9,0,15,8,2007,1,0,34,1,2007-05-23,89.0,60.0,75.0,49,61.0,0.0,10.0,425.0,1912.0, ,0.0,0.0,0.0,29.39,30.1,11.4,19,11.8,23,5,2007,0,55448.0,4575.0,0.0,2940.0,59.56112956810631,1,1,1,1,20825.0
2011-08-29,185818.0,42.391403333333294,-88.0880033333333,29,8,2011,2007-08-01,"8000 South Kedzie Avenue, Chicago, IL 60652, USA",CULEX PIPIENS,80, S KEDZIE AVE,T072,"8000  S KEDZIE AVE, Chicago, IL",41.74785,-87.70271600000002,9,1,0,1,8,2007,1,0,122,2,2007-05-23,89.0,66.0,78.0,48,61.0,0.0,13.0,425.0,1912.0, ,0.0,0.0,0.0,29.47,30.1,10.9,18,11.2,23,5,2007,0,43976.0,4758.0,0.0,3168.0,59.72325581395348,1,1,1,1,20400.0
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011,2007-08-15,"2700 South Western Avenue, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,27, S WESTERN AVE,T034,"2700  S WESTERN AVE, Chicago, IL",41.843810999999995,-87.686763,9,10,0,15,8,2007,1,1,48,1,2007-05-24,88.0,63.0,76.0,54,63.0,0.0,11.0,424.0,1913.0,RA HZ,0.0,0.0,0.02,29.41,30.11,14.9,21,17.3,24,5,2007,45,47825.0,4788.0,1.76,3402.0,61.53537030886749,1,1,1,1,22896.0
2011-09-07,202300.0,41.98296,-87.826035,7,9,2011,2007-08-01,"5300 West Agatite Avenue, Chicago, IL 60630, USA",CULEX PIPIENS/RESTUANS,53, W AGATITE AVE,T141,"5300  W AGATITE AVE, Chicago, IL",41.961743,-87.76007,9,1,0,1,8,2007,1,1,90,2,2007-05-24,88.0,66.0,77.0,53,63.0,0.0,12.0,424.0,1913.0,RA HZ,0.0,0.0,0.01,29.47,30.1,13.8,20,15.2,24,5,2007,45,42086.0,4851.0,0.88,3498.0,61.68139534883721,1,1,1,1,22472.0
